Sampling rate: 250Hz, SamplingInterval: 4ms
Type, Description, Position, Length, Channel
Pulse Artifact, R, 799181, 1, ECG
Pulse Artifact, R, 799441, 1, ECG
Pulse Artifact, R, 799711, 1, ECG
Pulse Artifact, R, 799969, 1, ECG
Pulse Artifact, R, 800201, 1, ECG
Pulse Artifact, R, 800468, 1, ECG
Pulse Artifact, R, 800977, 1, ECG
Pulse Artifact, R, 801246, 1, ECG
Pulse Artifact, R, 801504, 1, ECG
Pulse Artifact, R, 801755, 1, ECG
Pulse Artifact, R, 801985, 1, ECG
Pulse Artifact, R, 802247, 1, ECG
Pulse Artifact, R, 802759, 1, ECG
Pulse Artifact, R, 803025, 1, ECG
Pulse Artifact, R, 803286, 1, ECG
Pulse Artifact, R, 803556, 1, ECG
Pulse Artifact, R, 803791, 1, ECG
Pulse Artifact, R, 804046, 1, ECG
Pulse Artifact, R, 804554, 1, ECG
Pulse Artifact, R, 804812, 1, ECG
Pulse Artifact, R, 805049, 1, ECG
Pulse Artifact, R, 805305, 1, ECG
Pulse Artifact, R, 805558, 1, ECG
Pulse Artifact, R, 805788, 1, ECG
Pulse Artifact, R, 806039, 1, ECG
Pulse Artifact, R, 806548, 1, ECG
Pulse Artifact, R, 806789, 1, ECG
Pulse Artifact, R, 807051, 1, ECG
Pulse Artifact, R, 807308, 1, ECG
Pulse Artifact, R, 807565, 1, ECG
Pulse Artifact, R, 807808, 1, ECG
Pulse Artifact, R, 808070, 1, ECG
Pulse Artifact, R, 808334, 1, ECG
Pulse Artifact, R, 808571, 1, ECG
Pulse Artifact, R, 808837, 1, ECG
Pulse Artifact, R, 809123, 1, ECG
Pulse Artifact, R, 809372, 1, ECG
Pulse Artifact, R, 809611, 1, ECG
Pulse Artifact, R, 809888, 1, ECG
Pulse Artifact, R, 810391, 1, ECG
Pulse Artifact, R, 810659, 1, ECG
Pulse Artifact, R, 810914, 1, ECG
Pulse Artifact, R, 811170, 1, ECG
Pulse Artifact, R, 811402, 1, ECG
Pulse Artifact, R, 811648, 1, ECG
Pulse Artifact, R, 811913, 1, ECG
Pulse Artifact, R, 812185, 1, ECG
Pulse Artifact, R, 812423, 1, ECG
Pulse Artifact, R, 812685, 1, ECG
Pulse Artifact, R, 813193, 1, ECG
Pulse Artifact, R, 813457, 1, ECG
Pulse Artifact, R, 813715, 1, ECG
Pulse Artifact, R, 813963, 1, ECG
Pulse Artifact, R, 814203, 1, ECG
Pulse Artifact, R, 814449, 1, ECG
Pulse Artifact, R, 814727, 1, ECG
Pulse Artifact, R, 815217, 1, ECG
Pulse Artifact, R, 815474, 1, ECG
Pulse Artifact, R, 815718, 1, ECG
Pulse Artifact, R, 815957, 1, ECG
Pulse Artifact, R, 816194, 1, ECG
Pulse Artifact, R, 816698, 1, ECG
Pulse Artifact, R, 816955, 1, ECG
Pulse Artifact, R, 817186, 1, ECG
Pulse Artifact, R, 817705, 1, ECG
Pulse Artifact, R, 817956, 1, ECG
Pulse Artifact, R, 818181, 1, ECG
Pulse Artifact, R, 818428, 1, ECG
Pulse Artifact, R, 818695, 1, ECG
Pulse Artifact, R, 818937, 1, ECG
Pulse Artifact, R, 819169, 1, ECG
Pulse Artifact, R, 819662, 1, ECG
Pulse Artifact, R, 819915, 1, ECG
Pulse Artifact, R, 820132, 1, ECG
Pulse Artifact, R, 820374, 1, ECG
Pulse Artifact, R, 820615, 1, ECG
Pulse Artifact, R, 820841, 1, ECG
Pulse Artifact, R, 821085, 1, ECG
Pulse Artifact, R, 821356, 1, ECG
Pulse Artifact, R, 821607, 1, ECG
Pulse Artifact, R, 822066, 1, ECG
Pulse Artifact, R, 822333, 1, ECG
Pulse Artifact, R, 822571, 1, ECG
Pulse Artifact, R, 822800, 1, ECG
Pulse Artifact, R, 823081, 1, ECG
Pulse Artifact, R, 823563, 1, ECG
Pulse Artifact, R, 823818, 1, ECG
Pulse Artifact, R, 824066, 1, ECG
Pulse Artifact, R, 824322, 1, ECG
Pulse Artifact, R, 824553, 1, ECG
Pulse Artifact, R, 824794, 1, ECG
Pulse Artifact, R, 825068, 1, ECG
Pulse Artifact, R, 825543, 1, ECG
Pulse Artifact, R, 825795, 1, ECG
Pulse Artifact, R, 826040, 1, ECG
Pulse Artifact, R, 826291, 1, ECG
Pulse Artifact, R, 826527, 1, ECG
Pulse Artifact, R, 826763, 1, ECG
Pulse Artifact, R, 827040, 1, ECG
Pulse Artifact, R, 827520, 1, ECG
Pulse Artifact, R, 827765, 1, ECG
Pulse Artifact, R, 828007, 1, ECG
Pulse Artifact, R, 828270, 1, ECG
Pulse Artifact, R, 828514, 1, ECG
Pulse Artifact, R, 828747, 1, ECG
Pulse Artifact, R, 829249, 1, ECG
Pulse Artifact, R, 829504, 1, ECG
Pulse Artifact, R, 829741, 1, ECG
Pulse Artifact, R, 830018, 1, ECG
Pulse Artifact, R, 830272, 1, ECG
Pulse Artifact, R, 830504, 1, ECG
Pulse Artifact, R, 830757, 1, ECG
Pulse Artifact, R, 831012, 1, ECG
Pulse Artifact, R, 831273, 1, ECG
Pulse Artifact, R, 831512, 1, ECG
Pulse Artifact, R, 831757, 1, ECG
Pulse Artifact, R, 832020, 1, ECG
Pulse Artifact, R, 832266, 1, ECG
Pulse Artifact, R, 832502, 1, ECG
Pulse Artifact, R, 833004, 1, ECG
Pulse Artifact, R, 833262, 1, ECG
Pulse Artifact, R, 833506, 1, ECG
Pulse Artifact, R, 833768, 1, ECG
Pulse Artifact, R, 834026, 1, ECG
Pulse Artifact, R, 834253, 1, ECG
Pulse Artifact, R, 834494, 1, ECG
Pulse Artifact, R, 834773, 1, ECG
Pulse Artifact, R, 835034, 1, ECG
Pulse Artifact, R, 835271, 1, ECG
Pulse Artifact, R, 835782, 1, ECG
Pulse Artifact, R, 836054, 1, ECG
Pulse Artifact, R, 836284, 1, ECG
Pulse Artifact, R, 836537, 1, ECG
Pulse Artifact, R, 836802, 1, ECG
Pulse Artifact, R, 837047, 1, ECG
Pulse Artifact, R, 837262, 1, ECG
Pulse Artifact, R, 837516, 1, ECG
Pulse Artifact, R, 837772, 1, ECG
Pulse Artifact, R, 837996, 1, ECG
Pulse Artifact, R, 838248, 1, ECG
Pulse Artifact, R, 838756, 1, ECG
Pulse Artifact, R, 839004, 1, ECG
Pulse Artifact, R, 839256, 1, ECG
Pulse Artifact, R, 839540, 1, ECG
Pulse Artifact, R, 839996, 1, ECG
Pulse Artifact, R, 840251, 1, ECG
Pulse Artifact, R, 840514, 1, ECG
Pulse Artifact, R, 840772, 1, ECG
Pulse Artifact, R, 841011, 1, ECG
Pulse Artifact, R, 841501, 1, ECG
Pulse Artifact, R, 841763, 1, ECG
Pulse Artifact, R, 841994, 1, ECG
Pulse Artifact, R, 842245, 1, ECG
Pulse Artifact, R, 842523, 1, ECG
Pulse Artifact, R, 843002, 1, ECG
Pulse Artifact, R, 843246, 1, ECG
Pulse Artifact, R, 843499, 1, ECG
Pulse Artifact, R, 843767, 1, ECG
Pulse Artifact, R, 844005, 1, ECG
Pulse Artifact, R, 844267, 1, ECG
Pulse Artifact, R, 844757, 1, ECG
Pulse Artifact, R, 845008, 1, ECG
Pulse Artifact, R, 845266, 1, ECG
Pulse Artifact, R, 845517, 1, ECG
Pulse Artifact, R, 845746, 1, ECG
Pulse Artifact, R, 846000, 1, ECG
Pulse Artifact, R, 846279, 1, ECG
Pulse Artifact, R, 846757, 1, ECG
Pulse Artifact, R, 847018, 1, ECG
Pulse Artifact, R, 847264, 1, ECG
Pulse Artifact, R, 847524, 1, ECG
Pulse Artifact, R, 847757, 1, ECG
Pulse Artifact, R, 848026, 1, ECG
Pulse Artifact, R, 848535, 1, ECG
Pulse Artifact, R, 848790, 1, ECG
Pulse Artifact, R, 849040, 1, ECG
Pulse Artifact, R, 849316, 1, ECG
Pulse Artifact, R, 849563, 1, ECG
Pulse Artifact, R, 850058, 1, ECG
Pulse Artifact, R, 850318, 1, ECG
Pulse Artifact, R, 850570, 1, ECG
Pulse Artifact, R, 850801, 1, ECG
Pulse Artifact, R, 851079, 1, ECG
Pulse Artifact, R, 851576, 1, ECG
Pulse Artifact, R, 851825, 1, ECG
Pulse Artifact, R, 852075, 1, ECG
Pulse Artifact, R, 852329, 1, ECG
Pulse Artifact, R, 852569, 1, ECG
Pulse Artifact, R, 852798, 1, ECG
Pulse Artifact, R, 853059, 1, ECG
Pulse Artifact, R, 853328, 1, ECG
Pulse Artifact, R, 853816, 1, ECG
Pulse Artifact, R, 854068, 1, ECG
Pulse Artifact, R, 854324, 1, ECG
Pulse Artifact, R, 854591, 1, ECG
Pulse Artifact, R, 854826, 1, ECG
Pulse Artifact, R, 855064, 1, ECG
Pulse Artifact, R, 855328, 1, ECG
Pulse Artifact, R, 855594, 1, ECG
Pulse Artifact, R, 855834, 1, ECG
Pulse Artifact, R, 856082, 1, ECG
Pulse Artifact, R, 856585, 1, ECG
Pulse Artifact, R, 856834, 1, ECG
Pulse Artifact, R, 857084, 1, ECG
Pulse Artifact, R, 857350, 1, ECG
Pulse Artifact, R, 857629, 1, ECG
Pulse Artifact, R, 857872, 1, ECG
Pulse Artifact, R, 858106, 1, ECG
Pulse Artifact, R, 858610, 1, ECG
Pulse Artifact, R, 858866, 1, ECG
Pulse Artifact, R, 859102, 1, ECG
Pulse Artifact, R, 859358, 1, ECG
Pulse Artifact, R, 859607, 1, ECG
Pulse Artifact, R, 859837, 1, ECG
Pulse Artifact, R, 860085, 1, ECG
Pulse Artifact, R, 860364, 1, ECG
Pulse Artifact, R, 860616, 1, ECG
Pulse Artifact, R, 860840, 1, ECG
Pulse Artifact, R, 861097, 1, ECG
Pulse Artifact, R, 861367, 1, ECG
Pulse Artifact, R, 861630, 1, ECG
Pulse Artifact, R, 861860, 1, ECG
Pulse Artifact, R, 862118, 1, ECG
Pulse Artifact, R, 862383, 1, ECG
Pulse Artifact, R, 862865, 1, ECG
Pulse Artifact, R, 863129, 1, ECG
Pulse Artifact, R, 863376, 1, ECG
Pulse Artifact, R, 863621, 1, ECG
Pulse Artifact, R, 863851, 1, ECG
Pulse Artifact, R, 864099, 1, ECG
Pulse Artifact, R, 864366, 1, ECG
Pulse Artifact, R, 864614, 1, ECG
Pulse Artifact, R, 864848, 1, ECG
Pulse Artifact, R, 865347, 1, ECG
Pulse Artifact, R, 865605, 1, ECG
Pulse Artifact, R, 865840, 1, ECG
Pulse Artifact, R, 866096, 1, ECG
Pulse Artifact, R, 866352, 1, ECG
Pulse Artifact, R, 866582, 1, ECG
Pulse Artifact, R, 866837, 1, ECG
Pulse Artifact, R, 867365, 1, ECG
Pulse Artifact, R, 867616, 1, ECG
Pulse Artifact, R, 867856, 1, ECG
Pulse Artifact, R, 868117, 1, ECG
Pulse Artifact, R, 868390, 1, ECG
Pulse Artifact, R, 868621, 1, ECG
Pulse Artifact, R, 868880, 1, ECG
Pulse Artifact, R, 869377, 1, ECG
Pulse Artifact, R, 869625, 1, ECG
Pulse Artifact, R, 869879, 1, ECG
Pulse Artifact, R, 870141, 1, ECG
Pulse Artifact, R, 870386, 1, ECG
Pulse Artifact, R, 870609, 1, ECG
Pulse Artifact, R, 870865, 1, ECG
Pulse Artifact, R, 871356, 1, ECG
Pulse Artifact, R, 871634, 1, ECG
Pulse Artifact, R, 872145, 1, ECG
Pulse Artifact, R, 872400, 1, ECG
Pulse Artifact, R, 872656, 1, ECG
Pulse Artifact, R, 872916, 1, ECG
Pulse Artifact, R, 873172, 1, ECG
Pulse Artifact, R, 873412, 1, ECG
Pulse Artifact, R, 873683, 1, ECG
Pulse Artifact, R, 874174, 1, ECG
Pulse Artifact, R, 874446, 1, ECG
Pulse Artifact, R, 874708, 1, ECG
Pulse Artifact, R, 874935, 1, ECG
Pulse Artifact, R, 875180, 1, ECG
Pulse Artifact, R, 875438, 1, ECG
Pulse Artifact, R, 875686, 1, ECG
Pulse Artifact, R, 875923, 1, ECG
Pulse Artifact, R, 876208, 1, ECG
Pulse Artifact, R, 876696, 1, ECG
Pulse Artifact, R, 876955, 1, ECG
Pulse Artifact, R, 877214, 1, ECG
Pulse Artifact, R, 877488, 1, ECG
Pulse Artifact, R, 877724, 1, ECG
Pulse Artifact, R, 877981, 1, ECG
Pulse Artifact, R, 878485, 1, ECG
Pulse Artifact, R, 878735, 1, ECG
Pulse Artifact, R, 878984, 1, ECG
Pulse Artifact, R, 879262, 1, ECG
Pulse Artifact, R, 879504, 1, ECG
Pulse Artifact, R, 879734, 1, ECG
Pulse Artifact, R, 879991, 1, ECG
Pulse Artifact, R, 880488, 1, ECG
Pulse Artifact, R, 880739, 1, ECG
Pulse Artifact, R, 880990, 1, ECG
Pulse Artifact, R, 881237, 1, ECG
Pulse Artifact, R, 881467, 1, ECG
Pulse Artifact, R, 881704, 1, ECG
Pulse Artifact, R, 881986, 1, ECG
Pulse Artifact, R, 882457, 1, ECG
Pulse Artifact, R, 882714, 1, ECG
Pulse Artifact, R, 882958, 1, ECG
Pulse Artifact, R, 883209, 1, ECG
Pulse Artifact, R, 883437, 1, ECG
Pulse Artifact, R, 883683, 1, ECG
Pulse Artifact, R, 883967, 1, ECG
Pulse Artifact, R, 884443, 1, ECG
Pulse Artifact, R, 884707, 1, ECG
Pulse Artifact, R, 884960, 1, ECG
Pulse Artifact, R, 885199, 1, ECG
Pulse Artifact, R, 885440, 1, ECG
Pulse Artifact, R, 885964, 1, ECG
Pulse Artifact, R, 886215, 1, ECG
Pulse Artifact, R, 886456, 1, ECG
Pulse Artifact, R, 886721, 1, ECG
Pulse Artifact, R, 886995, 1, ECG
Pulse Artifact, R, 887223, 1, ECG
Pulse Artifact, R, 887481, 1, ECG
Pulse Artifact, R, 887977, 1, ECG
Pulse Artifact, R, 888228, 1, ECG
Pulse Artifact, R, 888482, 1, ECG
Pulse Artifact, R, 888731, 1, ECG
Pulse Artifact, R, 888977, 1, ECG
Pulse Artifact, R, 889207, 1, ECG
Pulse Artifact, R, 889465, 1, ECG
Pulse Artifact, R, 889739, 1, ECG
Pulse Artifact, R, 889987, 1, ECG
Pulse Artifact, R, 890214, 1, ECG
Pulse Artifact, R, 890491, 1, ECG
Pulse Artifact, R, 890978, 1, ECG
Pulse Artifact, R, 891237, 1, ECG
Pulse Artifact, R, 891492, 1, ECG
Pulse Artifact, R, 891741, 1, ECG
Pulse Artifact, R, 891978, 1, ECG
Pulse Artifact, R, 892223, 1, ECG
Pulse Artifact, R, 892494, 1, ECG
Pulse Artifact, R, 892771, 1, ECG
Pulse Artifact, R, 893007, 1, ECG
Pulse Artifact, R, 893262, 1, ECG
Pulse Artifact, R, 893774, 1, ECG
Pulse Artifact, R, 894018, 1, ECG
Pulse Artifact, R, 894263, 1, ECG
Pulse Artifact, R, 894507, 1, ECG
Pulse Artifact, R, 894726, 1, ECG
Pulse Artifact, R, 894976, 1, ECG
Pulse Artifact, R, 895444, 1, ECG
Pulse Artifact, R, 895688, 1, ECG
Pulse Artifact, R, 895940, 1, ECG
Pulse Artifact, R, 896225, 1, ECG
Pulse Artifact, R, 896642, 1, ECG
Pulse Artifact, R, 896921, 1, ECG
Pulse Artifact, R, 897163, 1, ECG
Pulse Artifact, R, 897411, 1, ECG
Pulse Artifact, R, 897636, 1, ECG
Pulse Artifact, R, 897913, 1, ECG
Pulse Artifact, R, 898202, 1, ECG
Pulse Artifact, R, 898440, 1, ECG
Pulse Artifact, R, 898698, 1, ECG
Pulse Artifact, R, 898967, 1, ECG
Pulse Artifact, R, 899222, 1, ECG
Pulse Artifact, R, 899448, 1, ECG
Pulse Artifact, R, 899707, 1, ECG
Pulse Artifact, R, 899972, 1, ECG
Pulse Artifact, R, 900206, 1, ECG
Pulse Artifact, R, 900428, 1, ECG
Pulse Artifact, R, 900732, 1, ECG
Pulse Artifact, R, 901003, 1, ECG
Pulse Artifact, R, 901247, 1, ECG
Pulse Artifact, R, 901493, 1, ECG
Pulse Artifact, R, 901759, 1, ECG
Pulse Artifact, R, 902023, 1, ECG
Pulse Artifact, R, 902269, 1, ECG
Pulse Artifact, R, 902500, 1, ECG
Pulse Artifact, R, 902758, 1, ECG
Pulse Artifact, R, 903025, 1, ECG
Pulse Artifact, R, 903267, 1, ECG
Pulse Artifact, R, 903489, 1, ECG
Pulse Artifact, R, 903741, 1, ECG
Pulse Artifact, R, 904014, 1, ECG
Pulse Artifact, R, 904251, 1, ECG
Pulse Artifact, R, 904509, 1, ECG
Pulse Artifact, R, 904790, 1, ECG
Pulse Artifact, R, 905055, 1, ECG
Pulse Artifact, R, 905286, 1, ECG
Pulse Artifact, R, 905550, 1, ECG
Pulse Artifact, R, 905835, 1, ECG
Pulse Artifact, R, 906078, 1, ECG
Pulse Artifact, R, 906311, 1, ECG
Pulse Artifact, R, 906570, 1, ECG
Pulse Artifact, R, 906852, 1, ECG
Pulse Artifact, R, 907113, 1, ECG
Pulse Artifact, R, 907344, 1, ECG
Pulse Artifact, R, 907608, 1, ECG
Pulse Artifact, R, 907890, 1, ECG
Pulse Artifact, R, 908136, 1, ECG
Pulse Artifact, R, 908352, 1, ECG
Pulse Artifact, R, 908608, 1, ECG
Pulse Artifact, R, 908859, 1, ECG
Pulse Artifact, R, 909107, 1, ECG
Pulse Artifact, R, 909335, 1, ECG
Pulse Artifact, R, 909629, 1, ECG
Pulse Artifact, R, 909916, 1, ECG
Pulse Artifact, R, 910164, 1, ECG
Pulse Artifact, R, 910406, 1, ECG
Pulse Artifact, R, 910679, 1, ECG
Pulse Artifact, R, 910940, 1, ECG
Pulse Artifact, R, 911184, 1, ECG
Pulse Artifact, R, 911441, 1, ECG
Pulse Artifact, R, 911712, 1, ECG
Pulse Artifact, R, 911967, 1, ECG
Pulse Artifact, R, 912201, 1, ECG
Pulse Artifact, R, 912442, 1, ECG
Pulse Artifact, R, 912692, 1, ECG
Pulse Artifact, R, 912930, 1, ECG
Pulse Artifact, R, 913152, 1, ECG
Pulse Artifact, R, 913416, 1, ECG
Pulse Artifact, R, 913704, 1, ECG
Pulse Artifact, R, 913949, 1, ECG
Pulse Artifact, R, 914180, 1, ECG
Pulse Artifact, R, 914432, 1, ECG
Pulse Artifact, R, 914693, 1, ECG
Pulse Artifact, R, 914927, 1, ECG
Pulse Artifact, R, 915171, 1, ECG
Pulse Artifact, R, 915444, 1, ECG
Pulse Artifact, R, 915700, 1, ECG
Pulse Artifact, R, 915922, 1, ECG
Pulse Artifact, R, 916196, 1, ECG
Pulse Artifact, R, 916469, 1, ECG
Pulse Artifact, R, 916711, 1, ECG
Pulse Artifact, R, 916946, 1, ECG
Pulse Artifact, R, 917212, 1, ECG
Pulse Artifact, R, 917481, 1, ECG
Pulse Artifact, R, 917713, 1, ECG
Pulse Artifact, R, 917950, 1, ECG
Pulse Artifact, R, 918229, 1, ECG
Pulse Artifact, R, 918488, 1, ECG
Pulse Artifact, R, 918719, 1, ECG
Pulse Artifact, R, 918984, 1, ECG
Pulse Artifact, R, 919253, 1, ECG
Pulse Artifact, R, 919516, 1, ECG
Pulse Artifact, R, 919755, 1, ECG
Pulse Artifact, R, 920016, 1, ECG
Pulse Artifact, R, 920289, 1, ECG
Pulse Artifact, R, 920548, 1, ECG
Pulse Artifact, R, 920786, 1, ECG
Pulse Artifact, R, 921038, 1, ECG
Pulse Artifact, R, 921301, 1, ECG
Pulse Artifact, R, 921549, 1, ECG
Pulse Artifact, R, 921769, 1, ECG
Pulse Artifact, R, 922029, 1, ECG
Pulse Artifact, R, 922303, 1, ECG
Pulse Artifact, R, 922558, 1, ECG
Pulse Artifact, R, 922781, 1, ECG
Pulse Artifact, R, 923040, 1, ECG
Pulse Artifact, R, 923308, 1, ECG
Pulse Artifact, R, 923553, 1, ECG
Pulse Artifact, R, 923776, 1, ECG
Pulse Artifact, R, 924042, 1, ECG
Pulse Artifact, R, 924309, 1, ECG
Pulse Artifact, R, 924546, 1, ECG
Pulse Artifact, R, 924786, 1, ECG
Pulse Artifact, R, 925053, 1, ECG
Pulse Artifact, R, 925315, 1, ECG
Pulse Artifact, R, 925564, 1, ECG
Pulse Artifact, R, 925799, 1, ECG
Pulse Artifact, R, 926055, 1, ECG
Pulse Artifact, R, 926315, 1, ECG
Pulse Artifact, R, 926566, 1, ECG
Pulse Artifact, R, 926795, 1, ECG
Pulse Artifact, R, 927061, 1, ECG
Pulse Artifact, R, 927329, 1, ECG
Pulse Artifact, R, 927577, 1, ECG
Pulse Artifact, R, 927806, 1, ECG
Pulse Artifact, R, 928061, 1, ECG
Pulse Artifact, R, 928322, 1, ECG
Pulse Artifact, R, 928582, 1, ECG
Pulse Artifact, R, 928811, 1, ECG
Pulse Artifact, R, 929074, 1, ECG
Pulse Artifact, R, 929347, 1, ECG
Pulse Artifact, R, 929607, 1, ECG
Pulse Artifact, R, 929840, 1, ECG
Pulse Artifact, R, 930095, 1, ECG
Pulse Artifact, R, 930364, 1, ECG
Pulse Artifact, R, 930624, 1, ECG
Pulse Artifact, R, 930859, 1, ECG
Pulse Artifact, R, 931112, 1, ECG
Pulse Artifact, R, 931372, 1, ECG
Pulse Artifact, R, 931627, 1, ECG
Pulse Artifact, R, 931858, 1, ECG
Pulse Artifact, R, 932115, 1, ECG
Pulse Artifact, R, 932376, 1, ECG
Pulse Artifact, R, 932627, 1, ECG
Pulse Artifact, R, 932856, 1, ECG
Pulse Artifact, R, 933115, 1, ECG
Pulse Artifact, R, 933379, 1, ECG
Pulse Artifact, R, 933618, 1, ECG
Pulse Artifact, R, 933864, 1, ECG
Pulse Artifact, R, 934143, 1, ECG
Pulse Artifact, R, 934402, 1, ECG
Pulse Artifact, R, 934635, 1, ECG
Pulse Artifact, R, 934897, 1, ECG
Pulse Artifact, R, 935162, 1, ECG
Pulse Artifact, R, 935425, 1, ECG
Pulse Artifact, R, 935651, 1, ECG
Pulse Artifact, R, 935919, 1, ECG
Pulse Artifact, R, 936190, 1, ECG
Pulse Artifact, R, 936447, 1, ECG
Pulse Artifact, R, 936685, 1, ECG
Pulse Artifact, R, 936934, 1, ECG
Pulse Artifact, R, 937202, 1, ECG
Pulse Artifact, R, 937462, 1, ECG
Pulse Artifact, R, 937688, 1, ECG
Pulse Artifact, R, 937928, 1, ECG
Pulse Artifact, R, 938196, 1, ECG
Pulse Artifact, R, 938430, 1, ECG
Pulse Artifact, R, 938680, 1, ECG
Pulse Artifact, R, 938960, 1, ECG
Pulse Artifact, R, 939190, 1, ECG
Pulse Artifact, R, 939439, 1, ECG
Pulse Artifact, R, 939704, 1, ECG
Pulse Artifact, R, 939930, 1, ECG
Pulse Artifact, R, 940184, 1, ECG
Pulse Artifact, R, 940719, 1, ECG
Pulse Artifact, R, 941023, 1, ECG
Pulse Artifact, R, 941318, 1, ECG
Pulse Artifact, R, 941590, 1, ECG
Pulse Artifact, R, 941826, 1, ECG
Pulse Artifact, R, 942097, 1, ECG
Pulse Artifact, R, 942371, 1, ECG
Pulse Artifact, R, 942637, 1, ECG
Pulse Artifact, R, 942885, 1, ECG
Pulse Artifact, R, 943126, 1, ECG
Pulse Artifact, R, 943407, 1, ECG
Pulse Artifact, R, 943671, 1, ECG
Pulse Artifact, R, 943931, 1, ECG
Pulse Artifact, R, 944173, 1, ECG
Pulse Artifact, R, 944419, 1, ECG
Pulse Artifact, R, 944680, 1, ECG
Pulse Artifact, R, 944937, 1, ECG
Pulse Artifact, R, 945192, 1, ECG
Pulse Artifact, R, 945425, 1, ECG
Pulse Artifact, R, 945684, 1, ECG
Pulse Artifact, R, 945949, 1, ECG
Pulse Artifact, R, 946202, 1, ECG
Pulse Artifact, R, 946438, 1, ECG
Pulse Artifact, R, 946665, 1, ECG
Pulse Artifact, R, 946927, 1, ECG
Pulse Artifact, R, 947180, 1, ECG
Pulse Artifact, R, 947404, 1, ECG
Pulse Artifact, R, 947676, 1, ECG
Pulse Artifact, R, 947941, 1, ECG
Pulse Artifact, R, 948170, 1, ECG
Pulse Artifact, R, 948423, 1, ECG
Pulse Artifact, R, 948692, 1, ECG
Pulse Artifact, R, 948933, 1, ECG
Pulse Artifact, R, 949166, 1, ECG
Pulse Artifact, R, 949426, 1, ECG
Pulse Artifact, R, 949693, 1, ECG
Pulse Artifact, R, 949928, 1, ECG
Pulse Artifact, R, 950180, 1, ECG
Pulse Artifact, R, 950441, 1, ECG
Pulse Artifact, R, 950687, 1, ECG
Pulse Artifact, R, 950903, 1, ECG
Pulse Artifact, R, 951162, 1, ECG
Pulse Artifact, R, 951437, 1, ECG
Pulse Artifact, R, 951687, 1, ECG
Pulse Artifact, R, 951917, 1, ECG
Pulse Artifact, R, 952170, 1, ECG
Pulse Artifact, R, 952431, 1, ECG
Pulse Artifact, R, 952689, 1, ECG
Pulse Artifact, R, 952925, 1, ECG
Pulse Artifact, R, 953173, 1, ECG
Pulse Artifact, R, 953440, 1, ECG
Pulse Artifact, R, 953693, 1, ECG
Pulse Artifact, R, 953929, 1, ECG
Pulse Artifact, R, 954192, 1, ECG
Pulse Artifact, R, 954455, 1, ECG
Pulse Artifact, R, 954706, 1, ECG
Pulse Artifact, R, 954945, 1, ECG
Pulse Artifact, R, 955214, 1, ECG
Pulse Artifact, R, 955475, 1, ECG
Pulse Artifact, R, 955718, 1, ECG
Pulse Artifact, R, 955954, 1, ECG
Pulse Artifact, R, 956211, 1, ECG
Pulse Artifact, R, 956470, 1, ECG
Pulse Artifact, R, 956708, 1, ECG
Pulse Artifact, R, 956962, 1, ECG
Pulse Artifact, R, 957225, 1, ECG
Pulse Artifact, R, 957482, 1, ECG
Pulse Artifact, R, 957720, 1, ECG
Pulse Artifact, R, 957972, 1, ECG
Pulse Artifact, R, 958241, 1, ECG
Pulse Artifact, R, 958501, 1, ECG
Pulse Artifact, R, 958734, 1, ECG
Pulse Artifact, R, 958991, 1, ECG
Pulse Artifact, R, 959256, 1, ECG
Pulse Artifact, R, 959516, 1, ECG
Pulse Artifact, R, 959748, 1, ECG
Pulse Artifact, R, 960000, 1, ECG
Pulse Artifact, R, 960262, 1, ECG
Pulse Artifact, R, 960509, 1, ECG
Pulse Artifact, R, 960740, 1, ECG
Pulse Artifact, R, 960998, 1, ECG
Pulse Artifact, R, 961253, 1, ECG
Pulse Artifact, R, 961491, 1, ECG
Pulse Artifact, R, 961733, 1, ECG
Pulse Artifact, R, 961996, 1, ECG
Pulse Artifact, R, 962256, 1, ECG
Pulse Artifact, R, 962487, 1, ECG
Pulse Artifact, R, 962747, 1, ECG
Pulse Artifact, R, 963012, 1, ECG
Pulse Artifact, R, 963267, 1, ECG
Pulse Artifact, R, 963504, 1, ECG
Pulse Artifact, R, 963766, 1, ECG
Pulse Artifact, R, 964028, 1, ECG
Pulse Artifact, R, 964285, 1, ECG
Pulse Artifact, R, 964525, 1, ECG
Pulse Artifact, R, 964775, 1, ECG
Pulse Artifact, R, 965033, 1, ECG
Pulse Artifact, R, 965277, 1, ECG
Pulse Artifact, R, 965511, 1, ECG
Pulse Artifact, R, 965762, 1, ECG
Pulse Artifact, R, 966022, 1, ECG
Pulse Artifact, R, 966257, 1, ECG
Pulse Artifact, R, 966479, 1, ECG
Pulse Artifact, R, 966742, 1, ECG
Pulse Artifact, R, 966986, 1, ECG
Pulse Artifact, R, 967226, 1, ECG
Pulse Artifact, R, 967504, 1, ECG
Pulse Artifact, R, 967748, 1, ECG
Pulse Artifact, R, 967992, 1, ECG
Pulse Artifact, R, 968289, 1, ECG
Pulse Artifact, R, 968550, 1, ECG
Pulse Artifact, R, 968780, 1, ECG
Pulse Artifact, R, 969036, 1, ECG
Pulse Artifact, R, 969307, 1, ECG
Pulse Artifact, R, 969734, 1, ECG
Pulse Artifact, R, 970007, 1, ECG
Pulse Artifact, R, 970271, 1, ECG
Pulse Artifact, R, 970522, 1, ECG
Pulse Artifact, R, 970758, 1, ECG
